n1, n2, n3, alg, wt_c1, tat_c1, wt_c2, tat_c2, wt_c3, tat_c3,
10, 1000000, 100, FCFS, 0.026, 42.886, 42.892, 11160.857, 11160.861, 11161.376, 
10, 1000000, 1000, RR, 0.021, 42.097, 1319.787, 3586.292, 60.910, 67.455, 
10, 1000000, 1000, FCFS, 0.021, 26.189, 26.192, 10131.097, 10131.101, 10131.516, 
10, 1000000, 10000, RR, 0.015, 17.542, 1327.496, 3374.946, 51.545, 59.016, 
10, 1000000, 10000, FCFS, 0.030, 39.158, 39.179, 11591.536, 11591.539, 11593.929, 
10, 1000000, 100000, RR, 0.014, 40.516, 1331.897, 3542.283, 70.885, 87.608, 
10, 1000000, 100000, FCFS, 0.025, 35.608, 35.612, 10964.037, 10964.040, 10982.326, 
10, 1000000, 1000000, RR, 0.027, 25.770, 1503.243, 3538.206, 360.616, 503.861, 
10, 1000000, 1000000, FCFS, 0.037, 34.295, 34.302, 10790.932, 10790.935, 10940.042, 
100, 10, 10, RR, 0.024, 17.985, 17.994, 23.677, 23.680, 28.925, 
100, 10, 10, FCFS, 0.085, 21.259, 21.262, 42.877, 42.908, 43.200, 
100, 10, 100, RR, 0.018, 15.631, 15.636, 21.180, 21.186, 26.871, 
100, 10, 100, FCFS, 0.021, 10.976, 10.979, 28.227, 28.248, 28.564, 
100, 10, 1000, RR, 0.016, 30.735, 30.742, 35.944, 35.969, 43.096, 
100, 10, 1000, FCFS, 0.051, 22.193, 22.197, 30.079, 30.083, 30.502, 
100, 10, 10000, RR, 0.019, 32.558, 32.588, 45.026, 45.035, 52.427, 
100, 10, 10000, FCFS, 0.024, 34.081, 34.094, 42.421, 42.428, 43.793, 
100, 10, 100000, RR, 0.044, 50.716, 50.728, 59.675, 89.270, 115.367, 
100, 10, 100000, FCFS, 0.018, 17.479, 17.482, 32.261, 32.268, 50.937, 
100, 10, 1000000, RR, 0.015, 21.630, 21.636, 33.698, 72.969, 206.387, 
100, 10, 1000000, FCFS, 0.030, 31.511, 31.518, 32.009, 32.011, 166.047, 
100, 100, 10, RR, 0.062, 33.456, 33.464, 39.387, 39.394, 47.119, 
100, 100, 10, FCFS, 0.046, 30.916, 30.938, 31.684, 31.686, 32.382, 
100, 100, 100, RR, 0.037, 42.963, 42.972, 48.642, 48.648, 56.325, 
100, 100, 100, FCFS, 0.081, 33.277, 33.298, 34.553, 34.559, 42.953, 
100, 100, 1000, RR, 0.022, 44.351, 44.356, 51.174, 51.180, 62.776, 
100, 100, 1000, FCFS, 0.048, 10.191, 10.194, 12.180, 12.198, 33.132, 
100, 100, 10000, RR, 0.023, 15.195, 15.203, 29.099, 29.112, 34.748, 
100, 100, 10000, FCFS, 0.041, 17.662, 17.683, 34.833, 34.836, 40.870, 
100, 100, 100000, RR, 0.018, 42.887, 42.915, 52.324, 56.334, 76.173, 
100, 100, 100000, FCFS, 0.023, 8.995, 8.998, 9.723, 9.725, 29.411, 
100, 100, 1000000, RR, 0.063, 36.441, 36.446, 45.386, 73.204, 199.295, 
100, 100, 1000000, FCFS, 0.019, 19.697, 19.700, 26.833, 26.839, 162.707, 
100, 1000, 10, RR, 0.016, 14.067, 14.085, 19.835, 19.837, 32.319, 
100, 1000, 10, FCFS, 0.088, 28.407, 28.414, 65.819, 65.845, 66.313, 
100, 1000, 100, RR, 0.058, 31.369, 31.378, 37.052, 37.060, 42.766, 
100, 1000, 100, FCFS, 0.039, 19.595, 19.615, 30.092, 30.114, 30.417, 
100, 1000, 1000, RR, 0.039, 30.020, 50.360, 56.330, 47.590, 56.237, 
100, 1000, 1000, FCFS, 0.058, 24.268, 24.275, 58.874, 58.879, 61.891, 
100, 1000, 10000, RR, 0.016, 38.090, 38.116, 50.261, 50.286, 58.108, 
100, 1000, 10000, FCFS, 0.119, 43.532, 43.539, 80.497, 80.506, 82.146, 
100, 1000, 100000, RR, 0.017, 30.080, 30.087, 40.632, 40.690, 56.619, 
100, 1000, 100000, FCFS, 0.114, 11.950, 11.959, 17.264, 17.270, 50.893, 
100, 1000, 1000000, RR, 0.020, 33.288, 33.298, 48.742, 97.399, 229.146, 
100, 1000, 1000000, FCFS, 0.029, 29.323, 29.333, 61.211, 61.216, 193.419, 
100, 10000, 10, RR, 0.015, 29.743, 50.744, 66.908, 46.412, 51.574, 
100, 10000, 10, FCFS, 0.033, 19.405, 19.408, 79.497, 79.505, 79.862, 
100, 10000, 100, RR, 0.024, 46.952, 60.877, 83.493, 52.658, 58.619, 
100, 10000, 100, FCFS, 0.027, 23.715, 23.723, 105.038, 105.044, 111.586, 
100, 10000, 1000, RR, 0.018, 48.368, 62.086, 90.556, 53.635, 59.135, 
100, 10000, 1000, FCFS, 0.047, 25.706, 25.716, 61.346, 61.350, 61.662, 
100, 10000, 10000, RR, 0.013, 31.710, 38.349, 79.410, 49.750, 56.073, 
100, 10000, 10000, FCFS, 0.025, 30.586, 30.626, 122.571, 122.574, 125.464, 
100, 10000, 100000, RR, 0.016, 32.364, 54.727, 83.117, 72.774, 96.184, 
100, 10000, 100000, FCFS, 0.047, 27.227, 27.249, 123.779, 123.781, 151.497, 
100, 10000, 1000000, RR, 0.018, 28.123, 51.266, 68.615, 103.095, 253.014, 
100, 10000, 1000000, FCFS, 0.043, 29.366, 29.370, 205.176, 205.183, 337.086, 
100, 100000, 10, RR, 0.015, 44.895, 167.166, 381.587, 50.312, 59.001, 
100, 100000, 10, FCFS, 0.027, 38.437, 38.445, 994.347, 994.369, 1004.909, 
100, 100000, 100, RR, 0.013, 42.558, 169.488, 380.181, 58.728, 67.102, 
100, 100000, 100, FCFS, 0.018, 28.069, 28.072, 1141.442, 1141.451, 1144.331, 
100, 100000, 1000, RR, 0.042, 34.927, 193.366, 393.082, 50.031, 55.955, 
100, 100000, 1000, FCFS, 0.018, 17.893, 17.899, 988.471, 988.474, 988.891, 
100, 100000, 10000, RR, 0.041, 28.061, 147.880, 391.081, 40.736, 51.749, 
100, 100000, 10000, FCFS, 0.027, 35.286, 35.290, 688.891, 688.894, 691.737, 
100, 100000, 100000, RR, 0.019, 54.345, 176.683, 397.659, 95.073, 111.569, 
100, 100000, 100000, FCFS, 0.025, 32.519, 32.541, 1246.781, 1246.787, 1283.752, 
100, 100000, 1000000, RR, 0.046, 23.752, 322.053, 545.268, 255.646, 422.260, 
100, 100000, 1000000, FCFS, 0.029, 35.488, 35.492, 1166.886, 1166.909, 1300.123, 
100, 1000000, 10, RR, 0.035, 34.296, 1297.944, 3403.548, 50.706, 56.090, 
100, 1000000, 10, FCFS, 0.042, 29.381, 29.386, 10322.748, 10322.752, 10323.265, 
100, 1000000, 100, RR, 0.013, 49.094, 1475.021, 3531.451, 55.492, 61.650, 
100, 1000000, 100, FCFS, 0.021, 23.525, 23.528, 11607.165, 11607.188, 11607.636, 
100, 1000000, 1000, RR, 0.018, 29.635, 1439.975, 3332.834, 34.911, 40.648, 
100, 1000000, 1000, FCFS, 0.021, 29.583, 29.588, 11326.319, 11326.347, 11326.946, 
100, 1000000, 10000, RR, 0.159, 22.207, 1211.620, 3265.515, 31.711, 37.324, 
100, 1000000, 10000, FCFS, 0.024, 17.949, 17.955, 10343.404, 10343.408, 10350.343, 
100, 1000000, 100000, RR, 0.030, 53.971, 1341.085, 3391.830, 80.926, 108.939, 
100, 1000000, 100000, FCFS, 0.024, 38.991, 38.994, 11036.619, 11036.622, 11056.776, 
100, 1000000, 1000000, RR, 0.023, 50.069, 1524.915, 3563.039, 342.509, 486.633, 
100, 1000000, 1000000, FCFS, 0.024, 34.473, 34.480, 10373.324, 10373.332, 10521.150, 
1000, 10, 10, RR, 0.016, 28.893, 28.896, 38.364, 38.372, 43.781, 
1000, 10, 10, FCFS, 0.041, 28.870, 28.874, 29.133, 29.136, 32.045, 
1000, 10, 100, RR, 0.016, 37.827, 37.831, 44.516, 44.521, 55.330, 
1000, 10, 100, FCFS, 0.047, 23.014, 23.022, 36.510, 36.513, 36.870, 
1000, 10, 1000, RR, 0.038, 37.813, 44.985, 52.759, 45.508, 52.530, 
1000, 10, 1000, FCFS, 0.031, 30.438, 30.444, 32.947, 32.962, 33.284, 
1000, 10, 10000, RR, 0.048, 37.413, 37.438, 50.280, 50.291, 55.927, 
1000, 10, 10000, FCFS, 0.023, 25.345, 25.352, 28.375, 28.377, 29.755, 
1000, 10, 100000, RR, 0.056, 34.523, 34.528, 41.082, 45.024, 68.944, 
1000, 10, 100000, FCFS, 0.055, 36.446, 36.453, 47.756, 47.764, 78.718, 
1000, 10, 1000000, RR, 0.025, 12.733, 12.737, 36.602, 48.544, 184.125, 
1000, 10, 1000000, FCFS, 0.040, 12.426, 12.429, 28.787, 28.790, 156.864, 
1000, 100, 10, RR, 0.062, 29.220, 29.224, 34.803, 34.810, 47.256, 
1000, 100, 10, FCFS, 0.036, 16.424, 16.427, 35.223, 35.226, 35.565, 
1000, 100, 100, RR, 0.092, 32.003, 32.012, 47.447, 47.473, 53.924, 
1000, 100, 100, FCFS, 0.032, 27.007, 27.017, 30.873, 30.878, 31.111, 
1000, 100, 1000, RR, 0.034, 24.195, 24.218, 29.857, 29.859, 40.417, 
1000, 100, 1000, FCFS, 0.023, 36.991, 36.996, 42.128, 42.153, 45.893, 
1000, 100, 10000, RR, 0.045, 42.844, 42.848, 49.730, 49.735, 58.303, 
1000, 100, 10000, FCFS, 0.024, 39.223, 39.228, 44.385, 44.389, 46.004, 
1000, 100, 100000, RR, 0.080, 23.912, 23.916, 37.350, 42.774, 69.628, 
1000, 100, 100000, FCFS, 0.034, 35.601, 35.606, 36.010, 36.012, 47.430, 
1000, 100, 1000000, RR, 0.021, 27.005, 27.009, 45.611, 85.137, 219.378, 
1000, 100, 1000000, FCFS, 0.025, 13.760, 13.783, 37.343, 37.372, 167.262, 
1000, 1000, 10, RR, 0.039, 32.083, 32.093, 46.130, 46.136, 51.937, 
1000, 1000, 10, FCFS, 0.051, 30.101, 30.122, 36.749, 36.752, 37.135, 
1000, 1000, 100, RR, 0.015, 26.892, 26.897, 52.513, 52.517, 58.912, 
1000, 1000, 100, FCFS, 0.081, 30.146, 30.201, 54.889, 54.896, 55.192, 
1000, 1000, 1000, RR, 0.017, 39.195, 39.205, 49.001, 49.009, 54.476, 
1000, 1000, 1000, FCFS, 0.041, 30.250, 30.256, 36.261, 36.266, 48.939, 
1000, 1000, 10000, RR, 0.030, 23.731, 23.753, 33.818, 33.837, 39.297, 
1000, 1000, 10000, FCFS, 0.023, 32.529, 32.532, 39.727, 39.731, 41.164, 
1000, 1000, 100000, RR, 0.017, 40.878, 40.887, 57.490, 59.057, 79.023, 
1000, 1000, 100000, FCFS, 0.022, 8.151, 8.173, 35.801, 35.806, 49.716, 
1000, 1000, 1000000, RR, 0.021, 18.159, 38.471, 49.299, 105.506, 235.557, 
1000, 1000, 1000000, FCFS, 0.044, 24.736, 24.740, 56.822, 56.826, 196.389, 
1000, 10000, 10, RR, 0.017, 31.952, 51.108, 78.747, 42.749, 48.753, 
1000, 10000, 10, FCFS, 0.023, 7.387, 7.416, 68.001, 68.005, 68.313, 
1000, 10000, 100, RR, 0.039, 39.042, 60.766, 98.046, 55.143, 62.782, 
1000, 10000, 100, FCFS, 0.035, 14.827, 14.849, 102.409, 102.432, 104.568, 
1000, 10000, 1000, RR, 0.028, 42.304, 55.256, 77.575, 49.189, 54.777, 
1000, 10000, 1000, FCFS, 0.054, 23.488, 23.512, 123.543, 123.547, 124.347, 
1000, 10000, 10000, RR, 0.018, 37.324, 44.584, 71.671, 46.569, 51.722, 
1000, 10000, 10000, FCFS, 0.021, 24.566, 24.589, 122.223, 122.230, 123.884, 
1000, 10000, 100000, RR, 0.022, 22.408, 49.294, 92.753, 46.782, 58.607, 
1000, 10000, 100000, FCFS, 0.021, 24.251, 24.257, 161.212, 161.238, 173.364, 
1000, 10000, 1000000, RR, 0.052, 32.271, 49.300, 71.393, 105.563, 246.709, 
1000, 10000, 1000000, FCFS, 0.100, 35.606, 35.609, 116.170, 116.174, 273.993, 
1000, 100000, 10, RR, 0.014, 22.092, 183.877, 362.094, 38.271, 49.011, 
1000, 100000, 10, FCFS, 0.023, 24.270, 24.272, 1148.329, 1148.333, 1151.697, 
1000, 100000, 100, RR, 0.028, 21.730, 135.924, 389.901, 37.571, 44.851, 
1000, 100000, 100, FCFS, 0.019, 28.072, 28.075, 1109.734, 1109.741, 1117.359, 
1000, 100000, 1000, RR, 0.014, 34.810, 171.705, 395.960, 43.014, 48.931, 
1000, 100000, 1000, FCFS, 0.024, 32.800, 32.806, 756.082, 756.085, 756.522, 
1000, 100000, 10000, RR, 0.022, 50.329, 164.044, 375.133, 58.961, 67.190, 
1000, 100000, 10000, FCFS, 0.023, 30.351, 30.354, 1090.641, 1090.644, 1092.353, 
1000, 100000, 100000, RR, 0.060, 24.699, 152.630, 367.703, 53.573, 66.620, 
1000, 100000, 100000, FCFS, 0.024, 26.570, 26.574, 931.530, 931.592, 949.022, 
1000, 100000, 1000000, RR, 0.019, 27.250, 328.122, 563.135, 349.286, 510.452, 
1000, 100000, 1000000, FCFS, 0.023, 32.761, 32.765, 961.888, 961.892, 1099.852, 
1000, 1000000, 10, RR, 0.013, 15.253, 1318.630, 3415.503, 30.200, 39.990, 
1000, 1000000, 10, FCFS, 0.037, 36.207, 36.210, 11105.879, 11105.885, 11107.317, 
1000, 1000000, 100, RR, 0.058, 31.221, 1301.220, 3382.711, 44.067, 54.156, 
1000, 1000000, 100, FCFS, 0.037, 41.048, 41.051, 11245.643, 11245.647, 11246.143, 
1000, 1000000, 1000, RR, 0.037, 26.612, 1305.103, 3249.396, 33.176, 38.427, 
1000, 1000000, 1000, FCFS, 0.028, 8.518, 8.524, 10967.921, 10967.924, 10968.319, 
1000, 1000000, 10000, RR, 0.037, 43.117, 1422.832, 3294.491, 53.581, 61.279, 
1000, 1000000, 10000, FCFS, 0.021, 15.444, 15.447, 10834.441, 10834.446, 10837.672, 
1000, 1000000, 100000, RR, 0.047, 34.912, 1258.180, 3364.739, 61.862, 79.754, 
1000, 1000000, 100000, FCFS, 0.020, 37.502, 37.512, 10335.217, 10335.220, 10356.782, 
1000, 1000000, 1000000, RR, 0.023, 20.371, 1516.800, 3372.175, 295.246, 451.011, 
1000, 1000000, 1000000, FCFS, 0.027, 25.436, 25.444, 10675.344, 10675.347, 10797.031, 
10000, 10, 10, RR, 0.014, 36.070, 36.076, 45.531, 45.537, 51.305, 
10000, 10, 10, FCFS, 0.029, 35.100, 35.103, 39.224, 39.229, 39.561, 
10000, 10, 100, RR, 0.025, 33.811, 33.888, 44.182, 44.191, 53.277, 
10000, 10, 100, FCFS, 0.025, 23.572, 23.593, 32.558, 32.580, 32.853, 
10000, 10, 1000, RR, 0.015, 23.260, 23.291, 29.222, 29.228, 38.241, 
10000, 10, 1000, FCFS, 0.151, 25.810, 25.831, 32.759, 32.783, 40.499, 
10000, 10, 10000, RR, 0.018, 31.544, 31.548, 46.678, 46.688, 52.192, 
10000, 10, 10000, FCFS, 0.028, 13.496, 13.502, 33.349, 33.356, 34.660, 
10000, 10, 100000, RR, 0.017, 22.759, 22.767, 33.961, 35.718, 60.684, 
10000, 10, 100000, FCFS, 0.021, 29.724, 29.727, 41.281, 41.302, 63.050, 
10000, 10, 1000000, RR, 0.037, 29.907, 29.935, 35.660, 75.686, 227.909, 
10000, 10, 1000000, FCFS, 0.025, 25.448, 25.451, 25.769, 25.789, 171.639, 
10000, 100, 10, RR, 0.014, 35.017, 35.042, 45.325, 45.334, 51.118, 
10000, 100, 10, FCFS, 0.071, 16.698, 16.721, 37.400, 37.406, 37.803, 
10000, 100, 100, RR, 0.029, 23.822, 23.831, 29.195, 29.200, 40.572, 
10000, 100, 100, FCFS, 0.041, 15.259, 15.263, 30.322, 30.326, 33.142, 
10000, 100, 1000, RR, 0.019, 14.522, 14.554, 29.486, 29.515, 35.456, 
10000, 100, 1000, FCFS, 0.021, 14.485, 14.488, 31.400, 31.456, 37.494, 
10000, 100, 10000, RR, 0.030, 18.362, 18.372, 44.089, 44.098, 49.836, 
10000, 100, 10000, FCFS, 0.040, 17.815, 17.818, 31.810, 31.814, 33.239, 
10000, 100, 100000, RR, 0.385, 28.472, 28.479, 35.563, 44.850, 55.205, 
10000, 100, 100000, FCFS, 0.049, 14.590, 14.594, 28.755, 28.759, 41.007, 
10000, 100, 1000000, RR, 0.073, 27.891, 27.900, 34.470, 93.507, 236.617, 
10000, 100, 1000000, FCFS, 0.022, 11.824, 11.848, 31.862, 31.883, 160.678, 
10000, 1000, 10, RR, 0.022, 27.770, 27.776, 41.078, 41.087, 48.206, 
10000, 1000, 10, FCFS, 0.045, 24.819, 24.843, 63.074, 63.080, 66.522, 
10000, 1000, 100, RR, 0.054, 32.144, 32.156, 45.225, 45.231, 59.538, 
10000, 1000, 100, FCFS, 0.022, 26.510, 26.513, 56.490, 56.502, 56.802, 
10000, 1000, 1000, RR, 0.017, 24.762, 24.770, 33.345, 33.373, 47.479, 
10000, 1000, 1000, FCFS, 0.028, 20.075, 20.080, 34.252, 34.262, 42.821, 
10000, 1000, 10000, RR, 0.012, 28.853, 52.456, 63.300, 40.677, 57.647, 
10000, 1000, 10000, FCFS, 0.050, 25.549, 25.556, 41.545, 41.549, 43.092, 
10000, 1000, 100000, RR, 0.031, 40.189, 40.194, 47.729, 47.850, 70.184, 
10000, 1000, 100000, FCFS, 0.029, 22.874, 22.880, 32.508, 32.510, 56.049, 
10000, 1000, 1000000, RR, 0.017, 18.851, 18.857, 41.749, 79.667, 216.390, 
10000, 1000, 1000000, FCFS, 0.050, 21.507, 21.529, 34.155, 34.160, 176.029, 
10000, 10000, 10, RR, 0.016, 23.444, 58.539, 77.869, 41.554, 51.781, 
10000, 10000, 10, FCFS, 0.021, 17.355, 17.370, 136.110, 136.113, 143.146, 
10000, 10000, 100, RR, 0.030, 27.470, 55.905, 84.610, 35.177, 49.445, 
10000, 10000, 100, FCFS, 0.038, 44.027, 44.031, 205.715, 205.722, 206.309, 
10000, 10000, 1000, RR, 0.021, 19.575, 29.041, 72.136, 35.159, 40.511, 
10000, 10000, 1000, FCFS, 0.029, 33.786, 33.790, 115.185, 115.189, 115.701, 
10000, 10000, 10000, RR, 0.031, 44.121, 52.722, 80.649, 50.216, 57.784, 
10000, 10000, 10000, FCFS, 0.030, 29.868, 29.872, 132.438, 132.460, 134.358, 
10000, 10000, 100000, RR, 0.017, 41.054, 79.744, 124.120, 76.532, 100.141, 
10000, 10000, 100000, FCFS, 0.023, 30.564, 30.568, 137.453, 137.456, 157.280, 
10000, 10000, 1000000, RR, 0.018, 25.180, 74.293, 105.334, 117.754, 262.203, 
10000, 10000, 1000000, FCFS, 0.039, 21.424, 21.446, 116.110, 116.113, 251.401, 
10000, 100000, 10, RR, 0.015, 28.901, 129.614, 347.655, 34.539, 40.235, 
10000, 100000, 10, FCFS, 0.031, 40.459, 40.484, 1132.124, 1132.127, 1132.473, 
10000, 100000, 100, RR, 0.015, 33.085, 134.908, 350.818, 47.896, 57.459, 
10000, 100000, 100, FCFS, 0.069, 32.485, 32.491, 1089.330, 1089.341, 1096.699, 
10000, 100000, 1000, RR, 0.014, 30.209, 139.661, 379.085, 45.672, 55.164, 
10000, 100000, 1000, FCFS, 0.026, 27.775, 27.782, 811.303, 811.326, 813.506, 
10000, 100000, 10000, RR, 0.022, 34.926, 187.265, 411.771, 40.695, 46.334, 
10000, 100000, 10000, FCFS, 0.037, 31.878, 31.884, 1231.670, 1231.673, 1243.610, 
10000, 100000, 100000, RR, 0.020, 35.373, 183.808, 381.269, 74.334, 101.973, 
10000, 100000, 100000, FCFS, 0.023, 32.911, 32.918, 1177.109, 1177.131, 1217.823, 
10000, 100000, 1000000, RR, 0.066, 54.097, 343.041, 546.370, 304.804, 437.662, 
10000, 100000, 1000000, FCFS, 0.037, 38.563, 38.604, 1287.785, 1287.788, 1429.096, 
10000, 1000000, 10, RR, 0.014, 21.830, 1251.494, 3200.528, 45.092, 50.355, 
10000, 1000000, 10, FCFS, 0.037, 33.118, 33.131, 10606.280, 10606.284, 10612.421, 
10000, 1000000, 100, RR, 0.030, 17.439, 1321.615, 3304.172, 29.418, 35.014, 
10000, 1000000, 100, FCFS, 0.023, 33.635, 33.638, 11454.478, 11454.488, 11462.829, 
10000, 1000000, 1000, RR, 0.026, 14.756, 1157.106, 3401.979, 36.564, 45.839, 
10000, 1000000, 1000, FCFS, 0.037, 41.873, 41.877, 11403.319, 11403.322, 11403.893, 
10000, 1000000, 10000, RR, 0.015, 43.555, 1330.215, 3396.749, 56.978, 62.777, 
10000, 1000000, 10000, FCFS, 0.025, 38.683, 38.691, 10973.377, 10973.381, 10975.113, 
10000, 1000000, 100000, RR, 0.020, 49.296, 1348.140, 3261.190, 70.088, 93.111, 
10000, 1000000, 100000, FCFS, 0.045, 19.183, 19.187, 10639.207, 10639.211, 10654.428, 
10000, 1000000, 1000000, RR, 0.015, 16.104, 1457.355, 3429.684, 281.057, 427.257, 
10000, 1000000, 1000000, FCFS, 0.019, 30.106, 30.109, 10745.021, 10745.025, 10889.351, 
100000, 10, 10, RR, 0.016, 34.405, 34.411, 39.745, 39.751, 45.576, 
100000, 10, 10, FCFS, 0.051, 21.780, 21.841, 42.060, 42.065, 42.330, 
100000, 10, 100, RR, 0.013, 31.859, 31.864, 47.229, 47.253, 53.055, 
100000, 10, 100, FCFS, 0.059, 36.144, 36.165, 36.549, 36.551, 36.790, 
100000, 10, 1000, RR, 0.043, 39.035, 39.064, 44.851, 44.854, 50.562, 
100000, 10, 1000, FCFS, 0.060, 27.352, 27.358, 44.812, 44.833, 45.189, 
100000, 10, 10000, RR, 0.059, 30.188, 30.196, 36.095, 36.101, 41.741, 
100000, 10, 10000, FCFS, 0.067, 21.026, 21.047, 30.330, 30.333, 31.974, 
100000, 10, 100000, RR, 0.068, 38.730, 38.735, 52.871, 56.032, 64.807, 
