n1, n2, n3, alg, wt_c1, tat_c1, wt_c2, tat_c2, wt_c3, tat_c3,
100000, 10, 1000, FCFS, 0.070, 26.829, 26.835, 30.153, 30.155, 32.710, 
100000, 10, 10000, RR, 0.013, 42.318, 42.327, 49.263, 49.271, 59.293, 
100000, 10, 10000, FCFS, 0.062, 28.265, 28.286, 34.233, 34.235, 35.776, 
100000, 10, 100000, RR, 0.032, 35.828, 35.837, 41.578, 41.801, 59.259, 
100000, 10, 100000, FCFS, 0.122, 21.030, 21.087, 27.799, 27.806, 54.737, 
100000, 10, 1000000, RR, 0.056, 24.153, 24.161, 40.024, 73.948, 216.795, 
100000, 10, 1000000, FCFS, 0.019, 20.447, 20.453, 27.406, 27.410, 164.476, 
100000, 100, 10, RR, 36.742, 52.239, 25.114, 44.100, 44.108, 52.194, 
100000, 100, 10, FCFS, 0.020, 24.532, 24.535, 32.549, 32.552, 32.794, 
100000, 100, 100, RR, 7.951, 26.108, 26.112, 31.862, 31.867, 41.397, 
100000, 100, 100, FCFS, 0.027, 12.121, 12.127, 14.853, 14.861, 29.872, 
100000, 100, 1000, RR, 0.019, 21.901, 21.906, 29.446, 29.462, 38.138, 
100000, 100, 1000, FCFS, 0.019, 10.420, 10.442, 25.947, 25.951, 30.709, 
100000, 100, 10000, RR, 0.926, 45.264, 45.269, 53.947, 53.955, 59.652, 
100000, 100, 10000, FCFS, 0.039, 29.636, 29.644, 31.132, 31.135, 32.495, 
100000, 100, 100000, RR, 0.017, 28.659, 28.664, 35.601, 39.818, 59.260, 
100000, 100, 100000, FCFS, 0.063, 7.727, 7.729, 32.069, 32.091, 66.495, 
100000, 100, 1000000, RR, 0.015, 24.776, 24.806, 36.383, 83.834, 219.930, 
100000, 100, 1000000, FCFS, 0.042, 28.749, 28.753, 30.855, 30.860, 178.560, 
100000, 1000, 10, RR, 31.421, 46.207, 18.616, 39.170, 39.175, 46.015, 
100000, 1000, 10, FCFS, 0.025, 28.910, 28.913, 59.573, 59.581, 60.007, 
100000, 1000, 100, RR, 0.041, 36.506, 36.514, 56.939, 56.943, 62.229, 
100000, 1000, 100, FCFS, 0.052, 28.983, 29.011, 31.949, 31.955, 37.333, 
100000, 1000, 1000, RR, 0.037, 30.714, 30.723, 38.175, 38.184, 52.812, 
100000, 1000, 1000, FCFS, 0.023, 12.071, 12.074, 30.182, 30.203, 43.297, 
100000, 1000, 10000, RR, 0.063, 29.855, 29.877, 42.811, 42.819, 50.377, 
100000, 1000, 10000, FCFS, 0.043, 35.425, 35.434, 53.552, 53.559, 55.233, 
100000, 1000, 100000, RR, 0.087, 25.799, 25.810, 31.482, 40.255, 53.642, 
100000, 1000, 100000, FCFS, 0.048, 33.246, 33.252, 37.780, 37.784, 65.459, 
100000, 1000, 1000000, RR, 0.026, 39.028, 39.036, 44.709, 77.414, 230.807, 
100000, 1000, 1000000, FCFS, 0.020, 44.873, 44.881, 50.830, 50.836, 199.150, 
100000, 10000, 10, RR, 0.014, 32.939, 45.182, 85.362, 48.166, 53.873, 
100000, 10000, 10, FCFS, 0.023, 41.141, 41.162, 138.720, 138.724, 139.113, 
100000, 10000, 100, RR, 0.014, 31.680, 39.050, 79.489, 37.699, 43.423, 
100000, 10000, 100, FCFS, 0.036, 41.049, 41.056, 149.270, 149.273, 149.557, 
100000, 10000, 1000, RR, 0.017, 36.087, 53.512, 78.428, 49.691, 61.274, 
100000, 10000, 1000, FCFS, 0.029, 34.223, 34.230, 194.261, 194.264, 203.934, 
100000, 10000, 10000, RR, 0.021, 38.836, 58.412, 86.791, 52.199, 63.446, 
100000, 10000, 10000, FCFS, 0.031, 29.831, 29.834, 147.619, 147.622, 149.196, 
100000, 10000, 100000, RR, 0.015, 38.354, 62.642, 86.101, 55.599, 69.783, 
100000, 10000, 100000, FCFS, 0.021, 35.666, 35.670, 169.062, 169.090, 180.919, 
100000, 10000, 1000000, RR, 0.014, 27.992, 75.232, 118.338, 124.331, 258.900, 
100000, 10000, 1000000, FCFS, 0.043, 31.246, 31.271, 79.816, 79.823, 227.756, 
100000, 100000, 10, RR, 0.014, 30.416, 173.417, 394.923, 40.304, 49.469, 
100000, 100000, 10, FCFS, 0.036, 36.357, 36.381, 806.786, 806.792, 809.468, 
100000, 100000, 100, RR, 0.019, 37.861, 178.311, 386.049, 53.035, 61.647, 
100000, 100000, 100, FCFS, 0.019, 38.938, 38.941, 1186.610, 1186.614, 1187.002, 
100000, 100000, 1000, RR, 0.047, 27.287, 132.262, 392.403, 53.705, 59.573, 
100000, 100000, 1000, FCFS, 0.021, 33.845, 33.849, 682.169, 682.173, 685.034, 
100000, 100000, 10000, RR, 0.020, 38.880, 179.561, 404.795, 52.689, 61.815, 
100000, 100000, 10000, FCFS, 0.022, 32.882, 32.886, 1096.320, 1096.326, 1098.238, 
100000, 100000, 100000, RR, 0.014, 38.024, 150.836, 404.556, 71.226, 83.520, 
100000, 100000, 100000, FCFS, 0.022, 37.978, 37.981, 1158.557, 1158.560, 1173.152, 
100000, 100000, 1000000, RR, 0.043, 18.885, 279.766, 483.901, 260.898, 416.146, 
100000, 100000, 1000000, FCFS, 0.025, 33.400, 33.404, 1174.810, 1174.813, 1322.601, 
100000, 1000000, 10, RR, 0.018, 31.556, 1343.013, 3290.571, 49.294, 54.472, 
100000, 1000000, 10, FCFS, 0.026, 14.855, 14.861, 11156.180, 11156.190, 11158.434, 
100000, 1000000, 100, RR, 0.018, 52.597, 1263.425, 3449.949, 60.789, 66.471, 
100000, 1000000, 100, FCFS, 0.028, 13.033, 13.035, 11406.514, 11406.517, 11406.947, 
100000, 1000000, 1000, RR, 0.016, 35.046, 1319.806, 3598.390, 52.140, 58.467, 
100000, 1000000, 1000, FCFS, 0.025, 34.463, 34.468, 10140.085, 10140.088, 10140.436, 
100000, 1000000, 10000, RR, 0.017, 34.332, 1292.982, 3429.493, 46.618, 52.379, 
100000, 1000000, 10000, FCFS, 0.021, 26.410, 26.418, 10958.117, 10958.127, 10959.638, 
100000, 1000000, 100000, RR, 0.014, 20.094, 1272.478, 3354.561, 83.089, 114.041, 
100000, 1000000, 100000, FCFS, 0.024, 44.921, 44.928, 11016.849, 11016.854, 11036.081, 
100000, 1000000, 1000000, RR, 0.035, 17.498, 1503.677, 3432.554, 232.838, 360.632, 
100000, 1000000, 1000000, FCFS, 0.036, 30.345, 30.352, 10619.500, 10619.520, 10755.395, 
1000000, 10, 10, RR, 0.017, 37.670, 37.680, 50.433, 50.461, 56.633, 
1000000, 10, 10, FCFS, 0.025, 33.684, 33.687, 34.140, 34.142, 34.358, 
1000000, 10, 100, RR, 0.035, 49.885, 49.915, 63.261, 63.275, 70.025, 
1000000, 10, 100, FCFS, 0.044, 14.209, 14.235, 28.591, 28.612, 28.833, 
1000000, 10, 1000, RR, 0.087, 31.548, 31.557, 39.158, 39.162, 52.154, 
1000000, 10, 1000, FCFS, 0.031, 26.212, 26.215, 37.279, 37.285, 37.853, 
1000000, 10, 10000, RR, 0.014, 38.680, 38.736, 43.921, 43.925, 49.653, 
1000000, 10, 10000, FCFS, 0.031, 30.328, 30.331, 30.860, 30.861, 32.151, 
1000000, 10, 100000, RR, 0.016, 32.733, 32.742, 38.502, 38.671, 65.097, 
1000000, 10, 100000, FCFS, 0.032, 32.365, 32.416, 35.342, 35.348, 63.130, 
1000000, 10, 1000000, RR, 0.096, 39.543, 39.573, 49.063, 98.353, 225.944, 
1000000, 10, 1000000, FCFS, 0.026, 28.585, 28.589, 39.680, 39.688, 190.712, 
1000000, 100, 10, RR, 0.014, 28.481, 28.504, 45.164, 45.168, 54.206, 
1000000, 100, 10, FCFS, 0.040, 23.531, 23.534, 24.362, 24.364, 24.534, 
1000000, 100, 100, RR, 0.024, 24.415, 24.420, 46.473, 46.482, 54.932, 
1000000, 100, 100, FCFS, 0.030, 34.038, 34.041, 43.414, 43.420, 43.738, 
1000000, 100, 1000, RR, 0.017, 42.681, 42.687, 48.483, 48.488, 54.222, 
1000000, 100, 1000, FCFS, 0.033, 38.420, 38.425, 39.770, 39.790, 40.091, 
1000000, 100, 10000, RR, 0.016, 18.692, 18.698, 37.769, 37.776, 43.717, 
1000000, 100, 10000, FCFS, 0.044, 30.955, 30.973, 33.064, 33.066, 34.491, 
1000000, 100, 100000, RR, 0.034, 22.141, 22.145, 31.649, 34.060, 58.494, 
1000000, 100, 100000, FCFS, 0.020, 23.732, 23.735, 36.830, 36.841, 61.281, 
1000000, 100, 1000000, RR, 0.029, 24.336, 24.344, 39.704, 68.239, 212.372, 
1000000, 100, 1000000, FCFS, 0.033, 8.542, 8.544, 9.431, 9.436, 144.490, 
1000000, 1000, 10, RR, 0.033, 28.624, 28.653, 34.063, 34.066, 47.601, 
1000000, 1000, 10, FCFS, 0.113, 23.676, 23.680, 36.385, 36.388, 36.733, 
1000000, 1000, 100, RR, 0.018, 19.614, 19.623, 28.781, 28.807, 36.610, 
1000000, 1000, 100, FCFS, 0.061, 27.686, 27.690, 45.788, 45.795, 52.972, 
1000000, 1000, 1000, RR, 0.030, 29.539, 29.568, 37.190, 37.193, 49.117, 
1000000, 1000, 1000, FCFS, 0.027, 31.874, 31.930, 38.946, 38.949, 39.290, 
1000000, 1000, 10000, RR, 0.017, 25.326, 25.360, 39.685, 39.693, 55.159, 
1000000, 1000, 10000, FCFS, 0.039, 31.314, 31.319, 54.858, 54.879, 65.419, 
1000000, 1000, 100000, RR, 0.062, 42.843, 42.872, 52.199, 57.502, 83.178, 
1000000, 1000, 100000, FCFS, 0.064, 30.590, 30.598, 64.521, 64.528, 98.534, 
1000000, 1000, 1000000, RR, 0.044, 40.712, 40.720, 47.016, 82.719, 227.445, 
1000000, 1000, 1000000, FCFS, 0.024, 29.742, 29.748, 51.777, 51.782, 190.559, 
1000000, 10000, 10, RR, 0.015, 40.891, 56.857, 81.827, 48.091, 63.866, 
1000000, 10000, 10, FCFS, 0.018, 12.295, 12.298, 112.227, 112.231, 117.498, 
1000000, 10000, 100, RR, 0.011, 47.052, 65.063, 91.943, 52.995, 58.662, 
1000000, 10000, 100, FCFS, 0.026, 30.723, 30.755, 99.479, 99.482, 99.694, 
1000000, 10000, 1000, RR, 0.017, 41.689, 62.293, 92.540, 48.466, 60.450, 
1000000, 10000, 1000, FCFS, 0.050, 20.104, 20.107, 141.674, 141.678, 141.975, 
1000000, 10000, 10000, RR, 0.023, 38.880, 60.806, 84.893, 51.230, 61.055, 
1000000, 10000, 10000, FCFS, 0.049, 35.419, 35.442, 180.676, 180.680, 183.317, 
1000000, 10000, 100000, RR, 0.037, 40.194, 74.008, 101.669, 89.050, 107.485, 
1000000, 10000, 100000, FCFS, 0.032, 36.621, 36.628, 105.393, 105.402, 130.931, 
1000000, 10000, 1000000, RR, 0.019, 27.192, 65.410, 98.190, 83.030, 211.706, 
1000000, 10000, 1000000, FCFS, 0.021, 40.858, 40.863, 99.387, 99.393, 256.423, 
1000000, 100000, 10, RR, 0.015, 42.208, 189.754, 422.115, 47.527, 53.648, 
1000000, 100000, 10, FCFS, 0.027, 42.136, 42.144, 1120.140, 1120.143, 1120.509, 
1000000, 100000, 100, RR, 0.026, 43.938, 178.661, 383.597, 49.302, 56.329, 
1000000, 100000, 100, FCFS, 0.045, 23.565, 23.589, 1104.528, 1104.537, 1105.781, 
1000000, 100000, 1000, RR, 0.026, 9.734, 149.234, 368.134, 39.981, 51.115, 
1000000, 100000, 1000, FCFS, 0.028, 22.148, 22.154, 1073.278, 1073.284, 1073.799, 
1000000, 100000, 10000, RR, 0.028, 17.085, 158.367, 418.696, 48.401, 54.167, 
1000000, 100000, 10000, FCFS, 0.050, 33.640, 33.661, 945.472, 945.493, 953.812, 
1000000, 100000, 100000, RR, 0.025, 26.873, 155.207, 401.471, 45.613, 73.784, 
1000000, 100000, 100000, FCFS, 0.023, 19.265, 19.268, 1064.258, 1064.262, 1089.585, 
1000000, 100000, 1000000, RR, 0.020, 25.311, 365.005, 586.292, 345.361, 511.826, 
1000000, 100000, 1000000, FCFS, 0.020, 20.274, 20.279, 1149.609, 1149.613, 1280.221, 
1000000, 1000000, 10, RR, 0.015, 21.056, 1321.895, 3422.527, 45.907, 53.149, 
1000000, 1000000, 10, FCFS, 0.036, 20.622, 20.625, 10979.465, 10979.470, 10981.222, 
1000000, 1000000, 100, RR, 0.018, 36.943, 1302.301, 3350.769, 42.706, 48.395, 
1000000, 1000000, 100, FCFS, 0.054, 14.243, 14.246, 9813.673, 9813.681, 9814.066, 
1000000, 1000000, 1000, RR, 0.015, 43.282, 1388.375, 3440.154, 49.026, 54.597, 
1000000, 1000000, 1000, FCFS, 0.020, 38.955, 38.959, 11102.401, 11102.409, 11106.040, 
1000000, 1000000, 10000, RR, 0.025, 22.478, 1402.152, 3288.481, 46.538, 52.640, 
1000000, 1000000, 10000, FCFS, 0.035, 25.025, 25.028, 10316.426, 10316.451, 10318.199, 
1000000, 1000000, 100000, RR, 0.015, 43.365, 1351.788, 3308.971, 57.088, 71.508, 
1000000, 1000000, 100000, FCFS, 6.158, 19.372, 19.375, 11054.897, 11054.923, 11081.025, 
1000000, 1000000, 1000000, RR, 0.018, 31.870, 1534.545, 3523.175, 277.139, 403.204, 
1000000, 1000000, 1000000, FCFS, 0.030, 47.989, 47.999, 10399.864, 10399.868, 10559.588, 
